::1 - - [16/Oct/2024:16:03:18 +0000] "GET /api/bills/getAll HTTP/1.1" 500 81 "-" "PostmanRuntime/7.42.0"
::1 - - [16/Oct/2024:16:03:34 +0000] "GET /api/bills/getAll HTTP/1.1" 500 81 "-" "PostmanRuntime/7.42.0"
::1 - - [16/Oct/2024:16:04:28 +0000] "GET /api/bills/getAll HTTP/1.1" 500 81 "-" "PostmanRuntime/7.42.0"
::1 - - [16/Oct/2024:16:05:07 +0000] "GET /api/bills/getAll HTTP/1.1" 500 81 "-" "PostmanRuntime/7.42.0"
::1 - - [16/Oct/2024:16:06:06 +0000] "GET /api/bills/getAll HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [16/Oct/2024:16:07:03 +0000] "GET /api/bills/getAll HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [16/Oct/2024:16:07:25 +0000] "GET /api/bills/getAll HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [16/Oct/2024:16:08:34 +0000] "GET /api/bills/getAll HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [16/Oct/2024:16:09:07 +0000] "GET /api/bills/getAll HTTP/1.1" 200 655 "-" "PostmanRuntime/7.42.0"
::1 - - [16/Oct/2024:16:09:57 +0000] "GET /api/bills/getAll HTTP/1.1" 200 655 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
::1 - - [16/Oct/2024:16:09:57 +0000] "GET /api/bills/getAll HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
::1 - - [16/Oct/2024:16:09:59 +0000] "GET /api/bills/getAll HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
::1 - - [16/Oct/2024:16:09:59 +0000] "GET /api/bills/getAll HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
::1 - - [16/Oct/2024:16:18:02 +0000] "GET /api/bills/getPackage/6651b4e8f806d5d41420c90e HTTP/1.1" 404 34 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
::1 - - [16/Oct/2024:16:18:02 +0000] "GET /api/bills/getPackage/6651b62ecf71dd5e0416b2fd HTTP/1.1" 404 34 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
::1 - - [16/Oct/2024:16:18:02 +0000] "GET /api/bills/getPackage/6651b685cf71dd5e0416b2ff HTTP/1.1" 404 34 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
::1 - - [16/Oct/2024:16:18:02 +0000] "GET /api/bills/getPackage/6651b62ecf71dd5e0416b2fd HTTP/1.1" 404 34 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
::1 - - [16/Oct/2024:16:18:02 +0000] "GET /api/bills/getPackage/6651b4e8f806d5d41420c90e HTTP/1.1" 404 34 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
::1 - - [16/Oct/2024:16:18:02 +0000] "GET /api/bills/getPackage/6651b685cf71dd5e0416b2ff HTTP/1.1" 404 34 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
