::1 - - [12/Oct/2024:15:15:32 +0000] "GET / HTTP/1.1" 200 48 "-" "PostmanRuntime/7.42.0"
::1 - - [12/Oct/2024:15:16:19 +0000] "GET /service1/ HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [12/Oct/2024:15:18:38 +0000] "GET /service1/ HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [12/Oct/2024:15:20:11 +0000] "GET /service1/ HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [12/Oct/2024:15:21:36 +0000] "GET /service1/ HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [12/Oct/2024:15:22:22 +0000] "GET /service1/ HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [12/Oct/2024:15:25:55 +0000] "GET /service1/ HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [12/Oct/2024:15:26:26 +0000] "GET /service1/ HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [12/Oct/2024:15:29:53 +0000] "GET /service1/ HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [12/Oct/2024:15:30:27 +0000] "GET /service1/ HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [12/Oct/2024:15:33:16 +0000] "GET /service1/ HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [12/Oct/2024:15:34:03 +0000] "GET /service1/ HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [12/Oct/2024:15:34:42 +0000] "GET /service1/ HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [12/Oct/2024:15:41:09 +0000] "GET /service1/ HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [12/Oct/2024:15:41:11 +0000] "GET /service1/1 HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [12/Oct/2024:15:42:02 +0000] "GET /service1/1 HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [12/Oct/2024:15:46:25 +0000] "GET /service1/ HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [12/Oct/2024:15:50:20 +0000] "GET /service1/ HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [12/Oct/2024:15:52:02 +0000] "GET /service1/ HTTP/1.1" 200 53 "-" "PostmanRuntime/7.42.0"
::1 - - [12/Oct/2024:16:03:39 +0000] "GET /service1/ HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [12/Oct/2024:16:04:07 +0000] "GET /service1/ HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [12/Oct/2024:16:04:17 +0000] "GET /service1/ HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [12/Oct/2024:16:04:23 +0000] "GET /service1/ HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [12/Oct/2024:16:04:40 +0000] "GET /service1/ HTTP/1.1" 200 53 "-" "PostmanRuntime/7.42.0"
::1 - - [12/Oct/2024:16:06:38 +0000] "GET /service1/ HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [12/Oct/2024:16:06:47 +0000] "GET /service1/ HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [12/Oct/2024:16:08:36 +0000] "GET /service1/ HTTP/1.1" 200 53 "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:09:23 +0000] "POST /service1/api/auth/register HTTP/1.1" 200 54 "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:14:04 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:14:29 +0000] "POST /service1/api/auth/register HTTP/1.1" 400 42 "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:15:11 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:15:36 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:16:04 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:22:25 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:22:38 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:22:49 +0000] "POST /service1/api/auth/register HTTP/1.1" 400 42 "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:22:53 +0000] "POST /service1/api/auth/register HTTP/1.1" 400 42 "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:26:32 +0000] "POST /service1/api/auth/register HTTP/1.1" 400 42 "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:26:47 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:29:38 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:34:52 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:35:37 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:42:20 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:44:01 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:44:13 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:44:37 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:49:15 +0000] "POST /service1/api/auth/register HTTP/1.1" 400 42 "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:50:08 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:50:48 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:51:42 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:52:01 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:52:30 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:53:45 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:55:44 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:58:03 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:58:07 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:08:58:10 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:09:02:08 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:09:02:19 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:09:02:35 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:09:03:44 +0000] "POST /service1/api/auth/register HTTP/1.1" 504 - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:09:04:08 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:09:05:49 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:09:06:49 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:09:09:30 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:09:10:23 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:09:10:27 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:09:12:27 +0000] "POST /service1/api/auth/register HTTP/1.1" 504 - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:09:12:33 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:09:12:49 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:09:13:06 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:09:33:09 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:09:33:19 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:09:47:35 +0000] "GET /service1/ HTTP/1.1" 403 41 "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:09:47:50 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:09:47:53 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:09:47:58 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:09:49:04 +0000] "POST /service1/api/auth/register HTTP/1.1" - - "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:09:49:31 +0000] "POST /service1/api/auth/register HTTP/1.1" 500 1397 "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:09:53:09 +0000] "POST /service1/api/auth/register HTTP/1.1" 200 54 "-" "PostmanRuntime/7.42.0"
::1 - - [13/Oct/2024:09:53:25 +0000] "POST /service1/api/auth/register HTTP/1.1" 200 54 "-" "PostmanRuntime/7.42.0"
::1 - - [14/Oct/2024:07:40:41 +0000] "POST /service1/api/auth/register HTTP/1.1" 200 54 "-" "PostmanRuntime/7.42.0"
::1 - - [14/Oct/2024:09:23:00 +0000] "POST /service1/api/auth/register HTTP/1.1" 200 368 "-" "PostmanRuntime/7.42.0"
::1 - - [14/Oct/2024:09:57:41 +0000] "POST /service1/api/auth/login HTTP/1.1" 402 41 "-" "PostmanRuntime/7.42.0"
::1 - - [14/Oct/2024:10:19:33 +0000] "POST /service1/api/auth/login HTTP/1.1" 200 513 "-" "PostmanRuntime/7.42.0"
::1 - - [14/Oct/2024:10:48:57 +0000] "POST /api/auth/login HTTP/1.1" 404 34 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
::1 - - [14/Oct/2024:10:49:38 +0000] "POST /service1/api/auth/login HTTP/1.1" 200 513 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
::1 - - [14/Oct/2024:10:50:35 +0000] "POST /service1/api/auth/login HTTP/1.1" 400 55 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
::1 - - [14/Oct/2024:10:50:38 +0000] "POST /service1/api/auth/login HTTP/1.1" 200 755 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
::1 - - [14/Oct/2024:10:52:52 +0000] "POST /service1/api/auth/login HTTP/1.1" 200 722 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
